0.000000000000000000e+00,2.140015743979260776e+01,2.321683093464984537e+01,3.140054377215381365e+01,2.393679625949832968e+01,7.667944444895898641e+02,7.796337515146440182e+02,6.779790054923610114e+02,7.894674434143794315e+02,8.635214094936482070e+02,1.495171399860508473e+03,1.548706128241290344e+03,1.601459050508146447e+03,1.430244907890482409e+03,1.470120924040196542e+03,7.574113016158836444e+02,8.098770758500755846e+02,7.343562673639161176e+02,7.419424037658995985e+02,7.479694734751966507e+02,7.160661221305432491e+02,7.402342941096462710e+02,7.402470091977730817e+02,8.158605127185276160e+02,8.711133461470838029e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.743938884793189459e+01,1.838923495489403237e+01,1.603949191986910705e+01,7.947671869929171180e+02,7.959595543819251589e+02,6.991573851116221476e+02,8.123468751630176712e+02,8.541962457052192121e+02,1.427682523148366954e+03,1.487821698567169733e+03,1.562405543652206461e+03,1.365327493215844925e+03,1.396071445907609132e+03,7.577664756343375529e+02,9.899437134369312616e+02,9.014792037858360345e+02,7.450171393328135991e+02,9.892686000774792774e+02,7.069738864478276810e+02,7.158192993477914570e+02,7.144328035914954853e+02,7.935972181146979665e+02,8.530349376801918879e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.637615387312208526e+01,1.861787965758351504e+01,8.176200326306912984e+02,8.243007009510776015e+02,7.219936198164997450e+02,8.361347338697834175e+02,8.841514616174133607e+02,1.476468910267559977e+03,1.517834716432121922e+03,1.581705291501000147e+03,1.409164164215795154e+03,1.448076554850695629e+03,7.693120574917163594e+02,9.940422903676118267e+02,9.104170346952571435e+02,7.620970408661205511e+02,9.871967785631079551e+02,7.455802736850006340e+02,7.582962298633090086e+02,7.559441008569954192e+02,8.378660027527639613e+02,8.916436133407693205e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.115010400220432629e+01,6.700232146384230418e+02,6.788234751607739099e+02,6.188250753108333129e+02,6.788752945792805349e+02,7.120350683053940202e+02,1.421620711478943122e+03,1.495184992433022217e+03,1.575129090373307008e+03,1.367306454416343968e+03,1.441396901265529323e+03,3.161716357311624961e+02,2.942457016687411624e+02,3.528575321892363945e+02,1.965273428449877713e+02,3.549635579011238633e+02,6.963123544109292880e+02,7.166583755996539367e+02,7.112828358102999573e+02,7.814432723884164034e+02,8.390516933521697638e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.645821654621327070e+02,6.710084316880088409e+02,5.918769991734499172e+02,6.707928971480361042e+02,7.102007214363173944e+02,1.444292820100517474e+03,1.503606258230698813e+03,1.566089148076293668e+03,1.383038731481439072e+03,1.416518804092476103e+03,4.022989243485914130e+02,4.135102544259613637e+02,4.407722989967493845e+02,2.969026863998456065e+02,4.629371937051141686e+02,7.018697975961190423e+02,7.176145353300423722e+02,7.182221283680911483e+02,7.951232577611892793e+02,8.506008439549126479e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.898400256301475224e+02,1.242929030357769449e+02,1.169691963843788756e+02,1.375425813022207251e+02,1.265929132846308903e+03,1.154688694648174760e+03,1.077112280324965695e+03,1.252426576170498493e+03,1.169586735933118234e+03,9.057714782679189511e+02,7.819881406848786582e+02,8.534699810014731156e+02,8.098829864079070830e+02,8.612490918429310796e+02,7.968984058172197820e+02,8.503543458818928684e+02,8.905390571973950955e+02,8.191636302112254953e+02,8.340842642081171334e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.485393418756098356e+02,1.635715359744160935e+02,2.393329047510966063e+02,1.151935683084383982e+03,1.192087464790993636e+03,1.094843121985098151e+03,1.177304154154643129e+03,1.093033411534132483e+03,9.040235960749585047e+02,8.173090076343656847e+02,8.759145575076425985e+02,8.374524802278441484e+02,9.166223021471238326e+02,8.302305078843991168e+02,8.712802998727244130e+02,9.033827742066350766e+02,8.432694781257310979e+02,8.663108374532711196e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.369724485356802290e+01,1.402324053680467273e+02,1.277237667113219004e+03,1.334339310928735813e+03,1.430516035158510022e+03,1.282265355689801709e+03,1.252405277214655598e+03,8.289459792075555242e+02,7.419241052249999484e+02,8.173058718142721091e+02,7.803536780578017442e+02,8.555781460272535242e+02,7.852984022069947514e+02,8.130626559226736845e+02,8.434760805003147652e+02,7.998313793827294376e+02,8.290156841931625422e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.254537901339496386e+01,1.249101980756961439e+03,1.243821853243182886e+03,1.382218962691209754e+03,1.261022023670477665e+03,1.204316040436408002e+03,9.070196319223475712e+02,8.032722678211828224e+02,8.919080770566060892e+02,8.633308305965630325e+02,9.208099889503600934e+02,7.960194847617505047e+02,8.310235291872171501e+02,8.844183169651356593e+02,8.092884068185854858e+02,8.339634211737565010e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.267944695460042112e+03,1.155347206370254298e+03,1.148785591414273540e+03,1.244903306157956649e+03,1.121702415954345270e+03,9.092310194214134071e+02,8.574089080873811781e+02,8.969138067932973399e+02,8.898256676298561842e+02,9.166549489069058154e+02,8.613079089400710018e+02,9.175312576202305763e+02,9.563575977482602184e+02,8.652966103260797581e+02,8.909020785711123835e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.245582845954129425e+02,4.253168742669661810e+02,2.863876654523913317e+02,4.472153418705479453e+02,1.682596617554163458e+03,1.661764651419437541e+03,1.669855961095249540e+03,1.686273396954759392e+03,1.680664541902937344e+03,7.988459810303057793e+02,7.282605616517710132e+02,7.465033765526433172e+02,7.720982439299164071e+02,8.486888159314580662e+02
